区域,名称,地址,均价,建筑年代,户数,楼栋数,链接
黄浦,金地褐石苑,泗泾-,41327元/平,2016年,2368户,71栋,https://m.lianjia.com/sh/xiaoqu/5020038950910368/
黄浦,丰庄二村,丰庄-中环至外环,41653元/平,1995-1999年,1109户,81栋,https://m.lianjia.com/sh/xiaoqu/5011000014713/
黄浦,金杨七街坊,金杨-内环至中环,50643元/平,1995-1996年,3136户,170栋,https://m.lianjia.com/sh/xiaoqu/5011000014777/
黄浦,江桥二村,江桥-外环外,37245元/平,1993-2000年,4222户,266栋,https://m.lianjia.com/sh/xiaoqu/5011000018319/
静安,中远两湾城,中远两湾城-内环内,71377元/平,2000-2006年,11919户,97栋,https://m.lianjia.com/sh/xiaoqu/5011000014141/
静安,慧芝湖花园,大宁-内环至中环,87422元/平,2007-2012年,3491户,37栋,https://m.lianjia.com/sh/xiaoqu/5011000016384/
静安,奥林匹克花园,九亭-外环外,41167元/平,1999-2010年,5389户,339栋,https://m.lianjia.com/sh/xiaoqu/5011000015174/
静安,新城金郡,嘉定新城-外环外,29940元/平,2010-2016年,4997户,122栋,https://m.lianjia.com/sh/xiaoqu/5011000009660/
静安,世茂滨江花园,陆家嘴-内环内,91929元/平,2002-2009年,3803户,31栋,https://m.lianjia.com/sh/xiaoqu/5011000017872/
静安,尚海湾豪庭,徐汇滨江-内环至中环,114937元/平,2008-2016年,2344户,32栋,https://m.lianjia.com/sh/xiaoqu/5011063203505/
静安,阳光威尼斯(三期),真光-中环至外环,46217元/平,2006年,2809户,25栋,https://m.lianjia.com/sh/xiaoqu/5011000017107/
静安,东方城市花园(二期),南码头-内环至中环,70795元/平,2005-2009年,3662户,87栋,https://m.lianjia.com/sh/xiaoqu/5011000017671/
静安,崧泽华城佳福雅苑（六区）,赵巷-外环外,28362元/平,2014年,1172户,17栋,https://m.lianjia.com/sh/xiaoqu/5011000001561/
静安,环球翡翠湾花园(公寓),三林-中环至外环,58799元/平,2006年,1219户,39栋,https://m.lianjia.com/sh/xiaoqu/5011000015945/
静安,锦绣华都,御桥-中环至外环,51862元/平,2010年,1581户,37栋,https://m.lianjia.com/sh/xiaoqu/5011000014035/
静安,上海康城,莘庄-外环外,35377元/平,2001-2009年,12245户,288栋,https://m.lianjia.com/sh/xiaoqu/5011102207057/
静安,绿川新苑,北蔡-内环至中环,47521元/平,1991-2005年,2952户,263栋,https://m.lianjia.com/sh/xiaoqu/5011000014388/
静安,潍坊九村,潍坊-内环内,98101元/平,1982-1996年,2416户,110栋,https://m.lianjia.com/sh/xiaoqu/5011000015069/
静安,中凯城市之光(静安),南京西路-内环内,120654元/平,1999-2005年,1787户,25栋,https://m.lianjia.com/sh/xiaoqu/5011000018140/
静安,万科假日风景(公寓),莘庄-外环外,62611元/平,2002-2006年,4315户,273栋,https://m.lianjia.com/sh/xiaoqu/5011000017605/
静安,鞍山六村,鞍山-内环内,64818元/平,1953-2010年,2649户,93栋,https://m.lianjia.com/sh/xiaoqu/5011000013450/
静安,城中花园,康桥-外环外,39545元/平,2005-2012年,2960户,103栋,https://m.lianjia.com/sh/xiaoqu/5011000012222/
静安,文华苑(宝山),大华-内环至中环,49571元/平,1997-2000年,4248户,276栋,https://m.lianjia.com/sh/xiaoqu/5011000015365/
静安,澜茵华庭,江桥-外环外,44270元/平,2005年,1911户,140栋,https://m.lianjia.com/sh/xiaoqu/5011000009869/
静安,潍坊十村,潍坊-内环内,100175元/平,1983-1995年,2402户,109栋,https://m.lianjia.com/sh/xiaoqu/5011000013930/
静安,九城湖滨国际,九亭-外环外,46718元/平,2007-2009年,3284户,85栋,https://m.lianjia.com/sh/xiaoqu/5011000014093/
静安,万科城市花园,七宝-外环外,50752元/平,1994-1998年,4821户,303栋,https://m.lianjia.com/sh/xiaoqu/5011000018313/
静安,竹园新村(浦东),源深-内环内,79222元/平,1987-1998年,3725户,186栋,https://m.lianjia.com/sh/xiaoqu/5011000015678/
静安,同鸣路157号,鲁迅公园-内环内,66173元/平,1998年,30户,1栋,https://m.lianjia.com/sh/xiaoqu/509099290096520/
静安,万科琥珀郡园,罗店-外环外,40658元/平,2010-2012年,1087户,162栋,https://m.lianjia.com/sh/xiaoqu/5011000014874/
静安,绿洲康城亲水湾(中央区),御桥-中环至外环,51374元/平,2007-2018年,4415户,67栋,https://m.lianjia.com/sh/xiaoqu/5011000013546/
静安,银河新都,春申-外环外,46381元/平,2006-2010年,2586户,71栋,https://m.lianjia.com/sh/xiaoqu/5011000014004/
静安,鞍山四村第一小区,鞍山-内环内,67616元/平,1953-2008年,2698户,88栋,https://m.lianjia.com/sh/xiaoqu/5011000013940/
静安,新凯二期,泗泾-外环外,33905元/平,2009-2015年,4207户,236栋,https://m.lianjia.com/sh/xiaoqu/5011102207146/
静安,浦江宝邸,浦江-外环外,30242元/平,2014年,3844户,60栋,https://m.lianjia.com/sh/xiaoqu/5011000009006/
静安,聚丰景都,上大-中环至外环,42348元/平,2008-2010年,2797户,165栋,https://m.lianjia.com/sh/xiaoqu/5011000015995/
静安,凯德嘉博名邸,世博-内环至中环,78758元/平,2012-2013年,553户,10栋,https://m.lianjia.com/sh/xiaoqu/5011000009845/
静安,保利西子湾,松江大学城-外环外,42270元/平,2008-2010年,3652户,82栋,https://m.lianjia.com/sh/xiaoqu/5011000012581/
静安,爱家豪庭,临平路-内环内,86705元/平,2007年,666户,6栋,https://m.lianjia.com/sh/xiaoqu/5011000013404/
静安,华悦家园,漕河泾-内环至中环,75459元/平,2014-2016年,3139户,29栋,https://m.lianjia.com/sh/xiaoqu/5011000002238/
静安,西凌新邨,蓬莱公园-内环内,76657元/平,1973-1995年,5201户,103栋,https://m.lianjia.com/sh/xiaoqu/5011000008385/
静安,路易凯旋宫,中山公园-内环内,88103元/平,2003-2004年,725户,10栋,https://m.lianjia.com/sh/xiaoqu/5011000018001/
静安,丽都成品,金桥-中环至外环,58464元/平,2005年,1121户,31栋,https://m.lianjia.com/sh/xiaoqu/5011000012310/
静安,嘉利明珠城,闸北公园-内环至中环,76573元/平,2005年,2657户,26栋,https://m.lianjia.com/sh/xiaoqu/5011000017087/
静安,馨宁公寓,华泾-中环至外环,56831元/平,2011年,4562户,37栋,https://m.lianjia.com/sh/xiaoqu/5011000005330/
静安,佳泰花园,黄兴公园-内环至中环,67211元/平,2000-2001年,994户,79栋,https://m.lianjia.com/sh/xiaoqu/5011000013012/
静安,中房公寓,江桥-外环外,40943元/平,2005-2007年,2274户,91栋,https://m.lianjia.com/sh/xiaoqu/5011000013628/
静安,夏朵园,老闵行-外环外,32535元/平,2006-2008年,3335户,174栋,https://m.lianjia.com/sh/xiaoqu/5011000017935/
静安,水岸金桥苑,江桥-外环外,41369元/平,2008年,3132户,83栋,https://m.lianjia.com/sh/xiaoqu/5011000012632/
静安,明日星城(一期),董家渡-内环内,89565元/平,2000-2011年,1369户,19栋,https://m.lianjia.com/sh/xiaoqu/5011000016976/
静安,春申府邸,莘庄-外环外,48374元/平,2007年,779户,41栋,https://m.lianjia.com/sh/xiaoqu/5011000012320/
静安,桃浦七村雪松苑,桃浦-外环外,37370元/平,1995年,4364户,188栋,https://m.lianjia.com/sh/xiaoqu/5011000017242/
静安,万科金色领域,菊园新区-外环外,34557元/平,2012-2014年,1112户,32栋,https://m.lianjia.com/sh/xiaoqu/5011000002786/
静安,浦江馨都,浦江-外环外,34205元/平,2013年,1986户,52栋,https://m.lianjia.com/sh/xiaoqu/5011000003476/
静安,星河世纪城,真如-内环至中环,63856元/平,2005-2009年,3701户,99栋,https://m.lianjia.com/sh/xiaoqu/5011000015992/
静安,嘉园,曹家渡-内环内,89755元/平,1998-2001年,758户,5栋,https://m.lianjia.com/sh/xiaoqu/5011000018221/
静安,天山怡景苑,天山-内环至中环,89612元/平,2009年,1564户,36栋,https://m.lianjia.com/sh/xiaoqu/5011000013746/
静安,金桥爱建园,碧云-内环至中环,81954元/平,2003-2004年,1220户,40栋,https://m.lianjia.com/sh/xiaoqu/5011000015037/
静安,文怡花园,西渡-外环外,24198元/平,1997-2004年,1504户,121栋,https://m.lianjia.com/sh/xiaoqu/5011000009080/
静安,丰庄十四街坊,丰庄-中环至外环,42086元/平,1994-2001年,3265户,264栋,https://m.lianjia.com/sh/xiaoqu/5011000002149/
静安,金地褐石苑,泗泾-,41327元/平,2016年,2368户,71栋,https://m.lianjia.com/sh/xiaoqu/5020038950910368/
静安,丰庄二村,丰庄-中环至外环,41653元/平,1995-1999年,1109户,81栋,https://m.lianjia.com/sh/xiaoqu/5011000014713/
静安,金杨七街坊,金杨-内环至中环,50643元/平,1995-1996年,3136户,170栋,https://m.lianjia.com/sh/xiaoqu/5011000014777/
静安,江桥二村,江桥-外环外,37245元/平,1993-2000年,4222户,266栋,https://m.lianjia.com/sh/xiaoqu/5011000018319/
虹口,中远两湾城,中远两湾城-内环内,71377元/平,2000-2006年,11919户,97栋,https://m.lianjia.com/sh/xiaoqu/5011000014141/
虹口,慧芝湖花园,大宁-内环至中环,87422元/平,2007-2012年,3491户,37栋,https://m.lianjia.com/sh/xiaoqu/5011000016384/
虹口,奥林匹克花园,九亭-外环外,41167元/平,1999-2010年,5389户,339栋,https://m.lianjia.com/sh/xiaoqu/5011000015174/
虹口,新城金郡,嘉定新城-外环外,29940元/平,2010-2016年,4997户,122栋,https://m.lianjia.com/sh/xiaoqu/5011000009660/
虹口,世茂滨江花园,陆家嘴-内环内,91929元/平,2002-2009年,3803户,31栋,https://m.lianjia.com/sh/xiaoqu/5011000017872/
虹口,尚海湾豪庭,徐汇滨江-内环至中环,114937元/平,2008-2016年,2344户,32栋,https://m.lianjia.com/sh/xiaoqu/5011063203505/
虹口,阳光威尼斯(三期),真光-中环至外环,46217元/平,2006年,2809户,25栋,https://m.lianjia.com/sh/xiaoqu/5011000017107/
虹口,东方城市花园(二期),南码头-内环至中环,70795元/平,2005-2009年,3662户,87栋,https://m.lianjia.com/sh/xiaoqu/5011000017671/
虹口,崧泽华城佳福雅苑（六区）,赵巷-外环外,28362元/平,2014年,1172户,17栋,https://m.lianjia.com/sh/xiaoqu/5011000001561/
虹口,环球翡翠湾花园(公寓),三林-中环至外环,58799元/平,2006年,1219户,39栋,https://m.lianjia.com/sh/xiaoqu/5011000015945/
虹口,锦绣华都,御桥-中环至外环,51862元/平,2010年,1581户,37栋,https://m.lianjia.com/sh/xiaoqu/5011000014035/
虹口,上海康城,莘庄-外环外,35377元/平,2001-2009年,12245户,288栋,https://m.lianjia.com/sh/xiaoqu/5011102207057/
虹口,绿川新苑,北蔡-内环至中环,47521元/平,1991-2005年,2952户,263栋,https://m.lianjia.com/sh/xiaoqu/5011000014388/
虹口,潍坊九村,潍坊-内环内,98101元/平,1982-1996年,2416户,110栋,https://m.lianjia.com/sh/xiaoqu/5011000015069/
虹口,中凯城市之光(静安),南京西路-内环内,120654元/平,1999-2005年,1787户,25栋,https://m.lianjia.com/sh/xiaoqu/5011000018140/
虹口,万科假日风景(公寓),莘庄-外环外,62611元/平,2002-2006年,4315户,273栋,https://m.lianjia.com/sh/xiaoqu/5011000017605/
虹口,鞍山六村,鞍山-内环内,64818元/平,1953-2010年,2649户,93栋,https://m.lianjia.com/sh/xiaoqu/5011000013450/
虹口,城中花园,康桥-外环外,39545元/平,2005-2012年,2960户,103栋,https://m.lianjia.com/sh/xiaoqu/5011000012222/
虹口,文华苑(宝山),大华-内环至中环,49571元/平,1997-2000年,4248户,276栋,https://m.lianjia.com/sh/xiaoqu/5011000015365/
虹口,澜茵华庭,江桥-外环外,44270元/平,2005年,1911户,140栋,https://m.lianjia.com/sh/xiaoqu/5011000009869/
虹口,潍坊十村,潍坊-内环内,100175元/平,1983-1995年,2402户,109栋,https://m.lianjia.com/sh/xiaoqu/5011000013930/
虹口,九城湖滨国际,九亭-外环外,46718元/平,2007-2009年,3284户,85栋,https://m.lianjia.com/sh/xiaoqu/5011000014093/
虹口,万科城市花园,七宝-外环外,50752元/平,1994-1998年,4821户,303栋,https://m.lianjia.com/sh/xiaoqu/5011000018313/
虹口,竹园新村(浦东),源深-内环内,79222元/平,1987-1998年,3725户,186栋,https://m.lianjia.com/sh/xiaoqu/5011000015678/
虹口,同鸣路157号,鲁迅公园-内环内,66173元/平,1998年,30户,1栋,https://m.lianjia.com/sh/xiaoqu/509099290096520/
虹口,万科琥珀郡园,罗店-外环外,40658元/平,2010-2012年,1087户,162栋,https://m.lianjia.com/sh/xiaoqu/5011000014874/
虹口,绿洲康城亲水湾(中央区),御桥-中环至外环,51374元/平,2007-2018年,4415户,67栋,https://m.lianjia.com/sh/xiaoqu/5011000013546/
虹口,银河新都,春申-外环外,46381元/平,2006-2010年,2586户,71栋,https://m.lianjia.com/sh/xiaoqu/5011000014004/
虹口,鞍山四村第一小区,鞍山-内环内,67616元/平,1953-2008年,2698户,88栋,https://m.lianjia.com/sh/xiaoqu/5011000013940/
虹口,新凯二期,泗泾-外环外,33905元/平,2009-2015年,4207户,236栋,https://m.lianjia.com/sh/xiaoqu/5011102207146/
虹口,浦江宝邸,浦江-外环外,30242元/平,2014年,3844户,60栋,https://m.lianjia.com/sh/xiaoqu/5011000009006/
虹口,聚丰景都,上大-中环至外环,42348元/平,2008-2010年,2797户,165栋,https://m.lianjia.com/sh/xiaoqu/5011000015995/
虹口,凯德嘉博名邸,世博-内环至中环,78758元/平,2012-2013年,553户,10栋,https://m.lianjia.com/sh/xiaoqu/5011000009845/
虹口,保利西子湾,松江大学城-外环外,42270元/平,2008-2010年,3652户,82栋,https://m.lianjia.com/sh/xiaoqu/5011000012581/
虹口,爱家豪庭,临平路-内环内,86705元/平,2007年,666户,6栋,https://m.lianjia.com/sh/xiaoqu/5011000013404/
虹口,华悦家园,漕河泾-内环至中环,75459元/平,2014-2016年,3139户,29栋,https://m.lianjia.com/sh/xiaoqu/5011000002238/
虹口,西凌新邨,蓬莱公园-内环内,76657元/平,1973-1995年,5201户,103栋,https://m.lianjia.com/sh/xiaoqu/5011000008385/
虹口,路易凯旋宫,中山公园-内环内,88103元/平,2003-2004年,725户,10栋,https://m.lianjia.com/sh/xiaoqu/5011000018001/
虹口,丽都成品,金桥-中环至外环,58464元/平,2005年,1121户,31栋,https://m.lianjia.com/sh/xiaoqu/5011000012310/
虹口,嘉利明珠城,闸北公园-内环至中环,76573元/平,2005年,2657户,26栋,https://m.lianjia.com/sh/xiaoqu/5011000017087/
虹口,馨宁公寓,华泾-中环至外环,56831元/平,2011年,4562户,37栋,https://m.lianjia.com/sh/xiaoqu/5011000005330/
虹口,佳泰花园,黄兴公园-内环至中环,67211元/平,2000-2001年,994户,79栋,https://m.lianjia.com/sh/xiaoqu/5011000013012/
虹口,中房公寓,江桥-外环外,40943元/平,2005-2007年,2274户,91栋,https://m.lianjia.com/sh/xiaoqu/5011000013628/
虹口,夏朵园,老闵行-外环外,32535元/平,2006-2008年,3335户,174栋,https://m.lianjia.com/sh/xiaoqu/5011000017935/
虹口,水岸金桥苑,江桥-外环外,41369元/平,2008年,3132户,83栋,https://m.lianjia.com/sh/xiaoqu/5011000012632/
虹口,明日星城(一期),董家渡-内环内,89565元/平,2000-2011年,1369户,19栋,https://m.lianjia.com/sh/xiaoqu/5011000016976/
虹口,春申府邸,莘庄-外环外,48374元/平,2007年,779户,41栋,https://m.lianjia.com/sh/xiaoqu/5011000012320/
虹口,桃浦七村雪松苑,桃浦-外环外,37370元/平,1995年,4364户,188栋,https://m.lianjia.com/sh/xiaoqu/5011000017242/
虹口,万科金色领域,菊园新区-外环外,34557元/平,2012-2014年,1112户,32栋,https://m.lianjia.com/sh/xiaoqu/5011000002786/
虹口,浦江馨都,浦江-外环外,34205元/平,2013年,1986户,52栋,https://m.lianjia.com/sh/xiaoqu/5011000003476/
虹口,星河世纪城,真如-内环至中环,63856元/平,2005-2009年,3701户,99栋,https://m.lianjia.com/sh/xiaoqu/5011000015992/
虹口,嘉园,曹家渡-内环内,89755元/平,1998-2001年,758户,5栋,https://m.lianjia.com/sh/xiaoqu/5011000018221/
虹口,天山怡景苑,天山-内环至中环,89612元/平,2009年,1564户,36栋,https://m.lianjia.com/sh/xiaoqu/5011000013746/
虹口,金桥爱建园,碧云-内环至中环,81954元/平,2003-2004年,1220户,40栋,https://m.lianjia.com/sh/xiaoqu/5011000015037/
虹口,文怡花园,西渡-外环外,24198元/平,1997-2004年,1504户,121栋,https://m.lianjia.com/sh/xiaoqu/5011000009080/
虹口,丰庄十四街坊,丰庄-中环至外环,42086元/平,1994-2001年,3265户,264栋,https://m.lianjia.com/sh/xiaoqu/5011000002149/
虹口,金地褐石苑,泗泾-,41327元/平,2016年,2368户,71栋,https://m.lianjia.com/sh/xiaoqu/5020038950910368/
虹口,丰庄二村,丰庄-中环至外环,41653元/平,1995-1999年,1109户,81栋,https://m.lianjia.com/sh/xiaoqu/5011000014713/
虹口,金杨七街坊,金杨-内环至中环,50643元/平,1995-1996年,3136户,170栋,https://m.lianjia.com/sh/xiaoqu/5011000014777/
虹口,江桥二村,江桥-外环外,37245元/平,1993-2000年,4222户,266栋,https://m.lianjia.com/sh/xiaoqu/5011000018319/
青浦,中远两湾城,中远两湾城-内环内,71377元/平,2000-2006年,11919户,97栋,https://m.lianjia.com/sh/xiaoqu/5011000014141/
青浦,慧芝湖花园,大宁-内环至中环,87422元/平,2007-2012年,3491户,37栋,https://m.lianjia.com/sh/xiaoqu/5011000016384/
青浦,奥林匹克花园,九亭-外环外,41167元/平,1999-2010年,5389户,339栋,https://m.lianjia.com/sh/xiaoqu/5011000015174/
青浦,新城金郡,嘉定新城-外环外,29940元/平,2010-2016年,4997户,122栋,https://m.lianjia.com/sh/xiaoqu/5011000009660/
青浦,世茂滨江花园,陆家嘴-内环内,91929元/平,2002-2009年,3803户,31栋,https://m.lianjia.com/sh/xiaoqu/5011000017872/
青浦,尚海湾豪庭,徐汇滨江-内环至中环,114937元/平,2008-2016年,2344户,32栋,https://m.lianjia.com/sh/xiaoqu/5011063203505/
青浦,阳光威尼斯(三期),真光-中环至外环,46217元/平,2006年,2809户,25栋,https://m.lianjia.com/sh/xiaoqu/5011000017107/
青浦,东方城市花园(二期),南码头-内环至中环,70795元/平,2005-2009年,3662户,87栋,https://m.lianjia.com/sh/xiaoqu/5011000017671/
青浦,崧泽华城佳福雅苑（六区）,赵巷-外环外,28362元/平,2014年,1172户,17栋,https://m.lianjia.com/sh/xiaoqu/5011000001561/
青浦,环球翡翠湾花园(公寓),三林-中环至外环,58799元/平,2006年,1219户,39栋,https://m.lianjia.com/sh/xiaoqu/5011000015945/
青浦,锦绣华都,御桥-中环至外环,51862元/平,2010年,1581户,37栋,https://m.lianjia.com/sh/xiaoqu/5011000014035/
青浦,上海康城,莘庄-外环外,35377元/平,2001-2009年,12245户,288栋,https://m.lianjia.com/sh/xiaoqu/5011102207057/
青浦,绿川新苑,北蔡-内环至中环,47521元/平,1991-2005年,2952户,263栋,https://m.lianjia.com/sh/xiaoqu/5011000014388/
青浦,潍坊九村,潍坊-内环内,98101元/平,1982-1996年,2416户,110栋,https://m.lianjia.com/sh/xiaoqu/5011000015069/
青浦,中凯城市之光(静安),南京西路-内环内,120654元/平,1999-2005年,1787户,25栋,https://m.lianjia.com/sh/xiaoqu/5011000018140/
青浦,万科假日风景(公寓),莘庄-外环外,62611元/平,2002-2006年,4315户,273栋,https://m.lianjia.com/sh/xiaoqu/5011000017605/
青浦,鞍山六村,鞍山-内环内,64818元/平,1953-2010年,2649户,93栋,https://m.lianjia.com/sh/xiaoqu/5011000013450/
青浦,城中花园,康桥-外环外,39545元/平,2005-2012年,2960户,103栋,https://m.lianjia.com/sh/xiaoqu/5011000012222/
青浦,文华苑(宝山),大华-内环至中环,49571元/平,1997-2000年,4248户,276栋,https://m.lianjia.com/sh/xiaoqu/5011000015365/
青浦,澜茵华庭,江桥-外环外,44270元/平,2005年,1911户,140栋,https://m.lianjia.com/sh/xiaoqu/5011000009869/
青浦,潍坊十村,潍坊-内环内,100175元/平,1983-1995年,2402户,109栋,https://m.lianjia.com/sh/xiaoqu/5011000013930/
青浦,九城湖滨国际,九亭-外环外,46718元/平,2007-2009年,3284户,85栋,https://m.lianjia.com/sh/xiaoqu/5011000014093/
青浦,万科城市花园,七宝-外环外,50752元/平,1994-1998年,4821户,303栋,https://m.lianjia.com/sh/xiaoqu/5011000018313/
青浦,竹园新村(浦东),源深-内环内,79222元/平,1987-1998年,3725户,186栋,https://m.lianjia.com/sh/xiaoqu/5011000015678/
青浦,同鸣路157号,鲁迅公园-内环内,66173元/平,1998年,30户,1栋,https://m.lianjia.com/sh/xiaoqu/509099290096520/
青浦,万科琥珀郡园,罗店-外环外,40658元/平,2010-2012年,1087户,162栋,https://m.lianjia.com/sh/xiaoqu/5011000014874/
青浦,绿洲康城亲水湾(中央区),御桥-中环至外环,51374元/平,2007-2018年,4415户,67栋,https://m.lianjia.com/sh/xiaoqu/5011000013546/
青浦,银河新都,春申-外环外,46381元/平,2006-2010年,2586户,71栋,https://m.lianjia.com/sh/xiaoqu/5011000014004/
青浦,鞍山四村第一小区,鞍山-内环内,67616元/平,1953-2008年,2698户,88栋,https://m.lianjia.com/sh/xiaoqu/5011000013940/
青浦,新凯二期,泗泾-外环外,33905元/平,2009-2015年,4207户,236栋,https://m.lianjia.com/sh/xiaoqu/5011102207146/
青浦,浦江宝邸,浦江-外环外,30242元/平,2014年,3844户,60栋,https://m.lianjia.com/sh/xiaoqu/5011000009006/
青浦,聚丰景都,上大-中环至外环,42348元/平,2008-2010年,2797户,165栋,https://m.lianjia.com/sh/xiaoqu/5011000015995/
青浦,凯德嘉博名邸,世博-内环至中环,78758元/平,2012-2013年,553户,10栋,https://m.lianjia.com/sh/xiaoqu/5011000009845/
青浦,保利西子湾,松江大学城-外环外,42270元/平,2008-2010年,3652户,82栋,https://m.lianjia.com/sh/xiaoqu/5011000012581/
青浦,爱家豪庭,临平路-内环内,86705元/平,2007年,666户,6栋,https://m.lianjia.com/sh/xiaoqu/5011000013404/
青浦,华悦家园,漕河泾-内环至中环,75459元/平,2014-2016年,3139户,29栋,https://m.lianjia.com/sh/xiaoqu/5011000002238/
青浦,西凌新邨,蓬莱公园-内环内,76657元/平,1973-1995年,5201户,103栋,https://m.lianjia.com/sh/xiaoqu/5011000008385/
青浦,路易凯旋宫,中山公园-内环内,88103元/平,2003-2004年,725户,10栋,https://m.lianjia.com/sh/xiaoqu/5011000018001/
青浦,丽都成品,金桥-中环至外环,58464元/平,2005年,1121户,31栋,https://m.lianjia.com/sh/xiaoqu/5011000012310/
青浦,嘉利明珠城,闸北公园-内环至中环,76573元/平,2005年,2657户,26栋,https://m.lianjia.com/sh/xiaoqu/5011000017087/
青浦,馨宁公寓,华泾-中环至外环,56831元/平,2011年,4562户,37栋,https://m.lianjia.com/sh/xiaoqu/5011000005330/
青浦,佳泰花园,黄兴公园-内环至中环,67211元/平,2000-2001年,994户,79栋,https://m.lianjia.com/sh/xiaoqu/5011000013012/
青浦,中房公寓,江桥-外环外,40943元/平,2005-2007年,2274户,91栋,https://m.lianjia.com/sh/xiaoqu/5011000013628/
青浦,夏朵园,老闵行-外环外,32535元/平,2006-2008年,3335户,174栋,https://m.lianjia.com/sh/xiaoqu/5011000017935/
青浦,水岸金桥苑,江桥-外环外,41369元/平,2008年,3132户,83栋,https://m.lianjia.com/sh/xiaoqu/5011000012632/
青浦,明日星城(一期),董家渡-内环内,89565元/平,2000-2011年,1369户,19栋,https://m.lianjia.com/sh/xiaoqu/5011000016976/
青浦,春申府邸,莘庄-外环外,48374元/平,2007年,779户,41栋,https://m.lianjia.com/sh/xiaoqu/5011000012320/
青浦,桃浦七村雪松苑,桃浦-外环外,37370元/平,1995年,4364户,188栋,https://m.lianjia.com/sh/xiaoqu/5011000017242/
青浦,万科金色领域,菊园新区-外环外,34557元/平,2012-2014年,1112户,32栋,https://m.lianjia.com/sh/xiaoqu/5011000002786/
青浦,浦江馨都,浦江-外环外,34205元/平,2013年,1986户,52栋,https://m.lianjia.com/sh/xiaoqu/5011000003476/
青浦,星河世纪城,真如-内环至中环,63856元/平,2005-2009年,3701户,99栋,https://m.lianjia.com/sh/xiaoqu/5011000015992/
青浦,嘉园,曹家渡-内环内,89755元/平,1998-2001年,758户,5栋,https://m.lianjia.com/sh/xiaoqu/5011000018221/
青浦,天山怡景苑,天山-内环至中环,89612元/平,2009年,1564户,36栋,https://m.lianjia.com/sh/xiaoqu/5011000013746/
青浦,金桥爱建园,碧云-内环至中环,81954元/平,2003-2004年,1220户,40栋,https://m.lianjia.com/sh/xiaoqu/5011000015037/
青浦,文怡花园,西渡-外环外,24198元/平,1997-2004年,1504户,121栋,https://m.lianjia.com/sh/xiaoqu/5011000009080/
青浦,丰庄十四街坊,丰庄-中环至外环,42086元/平,1994-2001年,3265户,264栋,https://m.lianjia.com/sh/xiaoqu/5011000002149/
青浦,金地褐石苑,泗泾-,41327元/平,2016年,2368户,71栋,https://m.lianjia.com/sh/xiaoqu/5020038950910368/
青浦,丰庄二村,丰庄-中环至外环,41653元/平,1995-1999年,1109户,81栋,https://m.lianjia.com/sh/xiaoqu/5011000014713/
青浦,金杨七街坊,金杨-内环至中环,50643元/平,1995-1996年,3136户,170栋,https://m.lianjia.com/sh/xiaoqu/5011000014777/
青浦,江桥二村,江桥-外环外,37245元/平,1993-2000年,4222户,266栋,https://m.lianjia.com/sh/xiaoqu/5011000018319/
奉贤,中远两湾城,中远两湾城-内环内,71377元/平,2000-2006年,11919户,97栋,https://m.lianjia.com/sh/xiaoqu/5011000014141/
奉贤,慧芝湖花园,大宁-内环至中环,87422元/平,2007-2012年,3491户,37栋,https://m.lianjia.com/sh/xiaoqu/5011000016384/
奉贤,奥林匹克花园,九亭-外环外,41167元/平,1999-2010年,5389户,339栋,https://m.lianjia.com/sh/xiaoqu/5011000015174/
奉贤,新城金郡,嘉定新城-外环外,29940元/平,2010-2016年,4997户,122栋,https://m.lianjia.com/sh/xiaoqu/5011000009660/
奉贤,世茂滨江花园,陆家嘴-内环内,91929元/平,2002-2009年,3803户,31栋,https://m.lianjia.com/sh/xiaoqu/5011000017872/
奉贤,尚海湾豪庭,徐汇滨江-内环至中环,114937元/平,2008-2016年,2344户,32栋,https://m.lianjia.com/sh/xiaoqu/5011063203505/
奉贤,阳光威尼斯(三期),真光-中环至外环,46217元/平,2006年,2809户,25栋,https://m.lianjia.com/sh/xiaoqu/5011000017107/
奉贤,东方城市花园(二期),南码头-内环至中环,70795元/平,2005-2009年,3662户,87栋,https://m.lianjia.com/sh/xiaoqu/5011000017671/
奉贤,崧泽华城佳福雅苑（六区）,赵巷-外环外,28362元/平,2014年,1172户,17栋,https://m.lianjia.com/sh/xiaoqu/5011000001561/
奉贤,环球翡翠湾花园(公寓),三林-中环至外环,58799元/平,2006年,1219户,39栋,https://m.lianjia.com/sh/xiaoqu/5011000015945/
奉贤,锦绣华都,御桥-中环至外环,51862元/平,2010年,1581户,37栋,https://m.lianjia.com/sh/xiaoqu/5011000014035/
奉贤,上海康城,莘庄-外环外,35377元/平,2001-2009年,12245户,288栋,https://m.lianjia.com/sh/xiaoqu/5011102207057/
奉贤,绿川新苑,北蔡-内环至中环,47521元/平,1991-2005年,2952户,263栋,https://m.lianjia.com/sh/xiaoqu/5011000014388/
奉贤,潍坊九村,潍坊-内环内,98101元/平,1982-1996年,2416户,110栋,https://m.lianjia.com/sh/xiaoqu/5011000015069/
奉贤,中凯城市之光(静安),南京西路-内环内,120654元/平,1999-2005年,1787户,25栋,https://m.lianjia.com/sh/xiaoqu/5011000018140/
奉贤,万科假日风景(公寓),莘庄-外环外,62611元/平,2002-2006年,4315户,273栋,https://m.lianjia.com/sh/xiaoqu/5011000017605/
